zpid,llm_condition,llm_tier,llm_has_view,llm_has_ocean_view,llm_has_bay_view,llm_has_city_view,llm_has_golf_view,llm_floor_level,llm_is_penthouse,llm_is_corner,llm_has_concierge,llm_has_elevator,llm_has_boat_dock,llm_has_guest_house,llm_amenities_count,llm_is_fixer,llm_distress_count,llm_renovation_age,llm_ok
1005523,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008597,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1013559,4,1,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,,1
1008519,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016675,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015498,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1002620,4,1,1,0,1,0,0,7.0,0,1,1,1,0,1,4,0,0,,1
1017354,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001959,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1015438,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1004796,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003521,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015331,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007225,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009677,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005995,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005494,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014713,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014656,0,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1
1007340,4,2,1,1,0,0,0,,0,0,0,1,0,0,3,0,0,,1
1002970,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005171,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001665,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007515,4,2,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,,1
1003644,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009626,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013005,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012028,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012171,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000686,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1003194,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015037,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005519,4,2,1,0,1,0,0,2.0,0,0,0,0,0,0,0,0,0,,1
1000003,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,,1
1005003,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010161,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014682,4,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,1,1,,1
1013849,4,1,1,0,0,0,0,2.0,0,0,0,1,0,0,1,0,0,,1
1003308,4,2,1,0,0,0,0,12.0,0,0,0,1,1,0,4,0,0,,1
1010866,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014044,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010669,4,1,1,1,0,0,0,1834.0,0,0,0,0,0,0,0,1,1,,1
1007108,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003935,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1016594,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002726,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011788,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007540,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009270,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011821,4,2,1,1,1,0,0,1.0,0,0,1,1,0,0,3,0,0,,1
1008868,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013406,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001577,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009205,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015765,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001075,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015829,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014103,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1009003,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005864,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002309,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009640,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001419,4,2,1,0,1,0,1,,0,0,0,0,0,0,0,1,1,,1
1008265,4,1,1,1,1,1,1,,0,0,1,1,1,1,6,0,0,,1
1002265,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012822,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017552,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012682,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001336,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1000642,4,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1
1001737,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017346,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007895,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1011043,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012793,4,0,1,0,0,0,0,2.0,0,0,0,0,0,0,1,0,0,,1
1016730,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010314,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015450,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009492,4,0,1,1,0,0,0,1.0,0,0,1,1,0,0,3,0,0,,1
1007092,4,2,1,0,0,0,1,,0,0,0,1,0,0,2,0,0,,1
1013677,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004904,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004679,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1013516,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012328,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1006448,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010902,4,2,1,0,0,0,1,,0,0,0,1,0,0,5,0,0,,1
1007933,4,2,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1002134,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1010384,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011618,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014427,4,2,1,0,0,0,1,,0,0,0,1,0,0,2,0,0,,1
1017540,4,1,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1003500,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000253,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013471,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013522,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014832,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001632,4,2,1,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,,1
1006158,4,2,1,1,0,0,0,,0,0,1,1,0,0,3,0,0,,1
1008705,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1016056,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003562,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005095,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006016,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015387,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007326,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012987,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003607,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007441,0,1,1,1,1,0,1,10.0,0,0,0,1,0,0,1,0,0,,1
1010748,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004432,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006739,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002331,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004745,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1011592,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010249,4,2,1,0,0,0,0,1.0,0,1,0,1,0,0,2,0,0,,1
1006934,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012170,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008556,4,2,1,0,0,1,0,14.0,0,1,0,1,0,0,2,0,0,,1
1012720,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006724,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014867,4,1,1,1,0,0,0,4.0,0,0,0,1,0,0,2,0,0,,1
1017112,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1002539,4,2,1,0,1,1,0,,0,0,0,1,0,0,3,0,0,,1
1008309,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000260,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1008455,4,2,1,1,1,1,0,12.0,0,0,0,0,0,0,0,0,0,,1
1002465,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011731,4,2,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,,1
1014440,4,1,1,1,0,0,0,1769.0,0,0,0,0,0,0,0,1,1,,1
1011594,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014135,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003366,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005802,4,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,,1
1013084,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011783,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007862,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013570,4,2,1,0,0,0,0,,0,0,0,1,0,0,1,0,0,,1
1006792,3,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,1,,1
1015024,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1011916,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1013045,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001469,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,1,,1
1002123,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1013558,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011331,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011112,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1016335,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010293,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1011143,4,2,1,0,0,0,0,,0,0,0,1,0,0,1,0,0,,1
1007708,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014561,4,1,1,1,0,0,0,2.0,0,0,0,1,0,0,1,0,0,,1
1013036,4,2,1,1,1,1,1,,0,0,1,1,1,1,6,0,0,,1
1002365,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014986,4,2,1,1,0,0,0,2.0,0,0,0,0,0,0,0,1,1,,1
1002621,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1011336,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011559,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1012275,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007531,4,2,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1
1004665,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007623,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1002894,4,2,1,1,1,1,0,,0,0,0,0,0,0,6,0,0,,1
1009887,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002932,4,1,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1004109,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000747,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004648,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003252,4,2,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1007206,4,2,1,0,0,0,0,12.0,0,0,0,0,0,0,2,0,0,,1
1008907,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1002160,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1004463,4,2,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,,1
1015584,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002168,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008077,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1000458,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000707,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001509,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008765,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010354,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002817,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014217,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,1
1003531,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007079,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003484,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012425,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009104,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009894,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006835,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015534,4,1,1,0,0,0,0,1.0,0,0,0,0,0,0,2,0,0,,1
1011500,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008652,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015228,4,2,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,,1
1009717,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016244,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007022,4,2,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1014522,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011297,4,2,1,1,0,0,0,9.0,1,0,0,0,0,0,4,0,0,,1
1003360,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012041,4,2,1,1,1,1,0,,0,0,1,1,1,1,6,0,0,,1
1014397,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017177,4,2,1,0,1,0,0,,0,1,0,0,1,0,4,0,0,,1
1014778,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008343,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012415,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002442,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011202,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015363,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002735,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001044,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005211,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005369,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000090,4,1,1,0,0,0,0,2.0,0,0,0,0,1,0,1,0,0,,1
1001417,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012958,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1016088,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000084,4,2,1,0,0,1,0,12.0,0,1,0,1,0,0,3,0,0,,1
1007821,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007374,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006185,4,0,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1001951,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1006068,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001575,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013501,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017062,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014365,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1004527,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010707,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005952,4,2,1,0,1,1,0,2.0,0,0,0,0,0,0,0,0,0,,1
1004586,4,2,1,1,1,1,0,1.0,0,0,1,1,1,1,6,0,0,,1
1005330,4,2,1,1,1,0,0,4.0,0,0,0,0,0,0,0,0,0,,1
1010615,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1016054,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003964,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016022,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1009884,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003769,4,2,1,1,1,1,0,,0,0,0,0,0,0,0,1,1,,1
1003276,4,1,1,1,0,0,0,2.0,0,0,1,1,1,1,6,0,0,,1
1013986,4,2,1,0,0,1,1,,0,0,0,1,0,1,3,0,0,,1
1002164,4,0,1,0,0,0,1,,0,0,0,1,0,0,2,0,0,,1
1014328,4,2,1,1,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1015248,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013495,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013562,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000615,4,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008554,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009487,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1013258,4,2,1,1,1,0,0,,0,1,0,0,0,0,0,0,0,,1
1012034,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012580,4,1,1,0,1,0,0,,0,0,0,0,0,0,0,1,1,,1
1006272,4,2,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1
1007533,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017003,4,2,1,0,0,0,1,,0,0,0,1,0,0,2,0,0,,1
1006266,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005733,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003038,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015007,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,1
1001875,4,2,1,1,1,0,0,3.0,0,1,0,1,0,0,2,0,0,,1
1014030,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015265,4,1,1,0,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1015135,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017341,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000992,4,0,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1007250,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007404,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1010753,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1015440,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009528,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008360,4,1,1,1,0,0,0,2.0,0,0,0,1,0,0,2,0,0,,1
1005990,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000439,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010307,4,1,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,,1
1010295,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001482,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001037,4,0,1,1,0,0,0,2.0,0,0,0,0,0,0,0,1,1,,1
1015413,4,2,1,1,1,1,1,,0,0,0,0,0,0,0,1,1,,1
1012283,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1010093,4,0,1,1,0,0,0,,0,0,1,1,1,1,6,1,1,,1
1006440,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1007304,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013199,4,2,1,0,0,0,0,,0,1,0,1,0,1,3,0,0,,1
1016878,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012062,4,2,1,1,0,0,0,2.0,0,0,0,1,0,0,3,0,0,,1
1005196,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009907,4,2,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,,1
1003283,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,1,1,,1
1015987,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003153,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015179,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016950,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002482,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014823,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015132,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1006004,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1007529,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017582,4,2,1,1,0,0,0,3.0,0,0,0,1,0,0,3,0,0,,1
1001152,4,1,1,1,1,1,0,2.0,0,0,0,1,0,1,3,0,0,,1
1008938,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012764,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013851,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,,1
1011149,4,2,1,0,0,0,0,,0,0,0,0,0,0,3,0,0,,1
1016146,4,2,1,1,1,0,0,,0,0,0,1,0,0,2,0,0,,1
1016207,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1013365,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015762,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007412,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012547,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005735,4,2,1,0,0,0,1,,0,0,0,1,0,0,2,0,0,,1
1000859,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002956,4,2,1,1,1,1,1,,0,0,1,1,1,1,6,0,0,,1
1002887,4,2,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1000812,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010874,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003992,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014610,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016302,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007805,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014396,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013698,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015367,4,2,1,0,0,1,0,,0,0,1,1,0,0,2,0,0,,1
1010442,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003030,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009259,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014371,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006602,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1009814,4,2,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1002211,4,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1001989,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012991,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013000,4,2,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,,1
1015403,4,1,1,0,0,0,0,2.0,0,0,0,0,0,0,0,1,1,,1
1015818,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008217,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010987,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007615,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007701,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004068,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003996,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007695,4,2,1,1,1,1,0,,0,1,1,1,1,1,6,0,0,,1
1016622,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
